name1,name2,street1,street2,city,state,zip,zip4,phone,website,latitude,longitude,mh,psy,omh,cmhc,msnh,tt,sma,smi,ptsd,coot,imr,prs,sps,,,,,,,,,,,,,,,,,,,,,,,
Stafford Family Services,,21 Hyde Park Road,,Stafford Springs,CT,06076,,860-684-4239,http://www.staffordct.org/family.php,41.949476,-72.307308,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital of Central Connecticut,Outpatient Services,73 Cedar Street,,New Britain,CT,06052,,860-224-5267,http://www.thocc.org,41.6686581,-72.7869851,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
Community Health Center of Bristol,,395 North Main Street,,Bristol,CT,06010,,860-585-5000,http://www.chs1.com,41.679057,-72.947258,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Hospital,,50 Hospital Hill Road,,Sharon,CT,06069,,860-364-4000,http://www.sharonhospital.com,41.8810518,-73.4814997,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Outpatient Services,,13 Water Street,,Danielson,CT,06239,,860-779-5852,http://ww.perceptionprograms.org,41.805032,-71.8854024,1,,1,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Meyer Treatment Center of,The Washington School of Psychiatry,5028 Wisconsin Avenue NW,Suite 400,Washington,DC,20016,4118,202-237-2700,http://www.wspdc.org,38.955769,-77.083425,1,,,1,,1,,,,,,,,1,,1,1,,,,1,,1,,,,,1,1,,,,,,,
MedStar Washington Hospital Center,Outpatient Behavioral Health,216 Michigan Avenue NE,,Washington,DC,20017,,202-877-6333,http://www.medstarwashington.org/our-services/mental-health/#q={},38.930176,-77.002965,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Deaf REACH,,3722 12th Street NE,,Washington,DC,20017,,202-832-6681,http://www.deaf-reach.org/,38.9350493,-76.9914516,1,,,1,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Psychiatric Center Chartered Inc,,3001 Bladensburg Road NE,,Washington,DC,20018,,202-635-3577,http://,38.928445,-76.959856,1,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Contemporary Family Services,,2918 Minnesota Avenue SE,,Washington,DC,20019,,202-808-2727,http://contemporaryfamilyservices.net,38.876362,-76.965538,1,,,1,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Contemporary Family Services,,3300 Pennsylvania Avenue SE,,Washington,DC,20020,,202-735-0725,http://www.contemporaryservices.net,38.868632,-76.957832,1,,1,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Whitman Walker Clinic,Max Robinson Center,2301 Martin Luther King Jr Avenue SE,,Washington,DC,20020,,202-745-7000,http://WWW.Whitman-Walker.org,38.8635189,-76.9912825,1,,1,,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Child and Youth Mental Health Servs,Division,821 Howard Road SE,,Washington,DC,20020,,202-698-1838,http://,38.8639345,-76.9978941,1,,1,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Saint Elizabeths Hospital,Adult Forensic and Civil Services,1100 Alabama Avenue SE,,Washington,DC,20032,,202-299-5100,http://dbh.dc.gov/page/saint-elizabeths-hospital,38.844137,-76.9916558,1,1,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest Children and Family Center,,3029 Martin Luther King Jr Avenue SE,,Washington,DC,20032,,202-232-6100,http://hillcrest-dc.org,38.8442604,-76.9985869,1,,1,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,
George Washington University Hospital,Department of Psychiatry/Inpatient,900 23rd Street NW,,Washington,DC,20037,,202-715-4000 x5080,http://www.gwhospital.com/hospital-services/psychiatry,38.9013368,-77.0507854,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Center Clinic,George Washington University,1922 F Street NW,,Washington,DC,20052,,202-994-4937,http://,38.89724,-77.044537,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
Howard University Mental Health Center,,530 College Street NW,Psychiatry Department,Washington,DC,20059,,202-806-7981,http://,38.9210403,-77.0199107,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Universal Healthcare Management,,2810 Walters Lane,,Washington,DC,20020,,202-583-1181,http://uhmsdc.com,38.850987,-76.890191,1,,,1,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Family Preservation Services Inc,,3341 Benning Road NE,,Washington,DC,20019,,202-543-0387,http://www.fpscorp.com,38.896422,-76.959682,1,,,1,,,,1,,,1,1,,,1,,1,,,,,,,1,,,,,,,,,,,,
Contemporary Family Services,,6323 Georgia Avenue NW,Suite 300,Washington,DC,20011,,202-525-1527,http://www.contemporaryservices.net,38.9669065,-77.0270647,1,,1,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
DC Department of Behavioral Health,Mental Health Services Division,35 K Street NE,,Washington,DC,20002,4216,202-442-4202,http://,38.9021161,-77.0069855,1,,1,,,,,,,1,,1,1,,,1,1,,,,,,,,,,,,1,,,,,,,
Hillcrest Children and Family Center,,915 Rhode Island Avenue NW,,Washington,DC,20001,,202-232-6100 x2801,http://www.hillcrest-dc.org/,38.9116931,-77.0246933,1,,1,,,1,,,,1,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,
So Others Might Eat,,60 O Street NW,,Washington,DC,20001,,202-797-8806 x1100,http://,38.908351,-77.011097,1,,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pathways to Housing DC,,101 Q Street NE,Suite G,Washington,DC,20002,,202-529-2972,http://www.pathwaystohousingdc.org,38.91099,-77.006332,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Matters of Greater Washington,,1301 Pennsylvania Avenue,Suite 200,Washington,DC,20003,,202-289-1510 x331,http://www.familymattersdc.org/,38.8810326,-76.9880116,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSI Family Services Inc,,770 M Street SE,,Washington,DC,20003,,202-547-3870,http://www.psiservicesinc.net(websiteisbeingupdated),38.876626,-76.995267,1,,,1,,1,,,,,,1,,,,1,,,,,1,,1,,,,,,,,,,,,,
McClendon Center,,1313 New York Aveune NW,5th Floor,Washington,DC,20005,,202-737-6191,http://www.mcclendoncenter.org,38.899986,-77.030205,1,,1,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Whitman Walker Clinic,,1525 14th Street NW,,Washington,DC,20005,,202-745-7000,http://www.whitman-walker.org,38.9104671,-77.0315953,1,,1,,,1,,,1,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,
Wendt Center for Loss and Healing,,4201 Connecticut Avenue NW,,Washington,DC,20008,,202-204-5019,http://www.wendtcenter.org,38.943475,-77.062653,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive In/Home Circles of Hope,Psychotherapy and Addictions Services,3000 Connecticut Avenue NW,Suite 321,Washington,DC,20008,,202-265-2343,http://wecare44u.com,38.92987,-77.0556,1,,1,,,1,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Latin American Youth Center,,1419 Columbia Road NW,,Washington,DC,20009,,202-319-2225,http://www.layc-dc.org,38.927511,-77.033057,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Marys Center,,2333 Ontario Road NW,,Washington,DC,20009,,202-483-8196,http://www.maryscenter.org,38.920842,-77.039896,1,,,1,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Childrens National Medical Center,Department of Psychiatry,111 Michigan Avenue NW,,Washington,DC,20010,,202-476-5000,http://www.childrensnational.org,38.9271809,-77.0146728,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Hospital Center,Behavioral Health Services,110 Irving Street NW,,Washington,DC,20010,3017,202-877-7424,http://,38.929442,-77.01473,1,1,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Andromeda Transcultural Health,,1400 Decatur Street NW,,Washington,DC,20011,4343,202-291-4707,http://www.andromedatransculturalhealth.org/,38.9480867,-77.0330359,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighbors Consejo,,6323 Georgia Avenue NW,Suite 206,Washington,DC,20011,1141,202-234-6855 x204,http://www.neighborsconsejo.org,38.9669065,-77.0270647,1,,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Institute for Life Enrichment (ILE),,7852 16th Street NW,,Washington,DC,20012,,202-291-5008,http://www.instituteforlifeenrichment.com,38.9868161,-77.0364074,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Episcopal Center for Children,,5901 Utah Avenue NW,,Washington,DC,20015,1616,202-363-1333 x224,http://www.eccofdc.org/,38.968508,-77.059903,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Psychiatric Institute of Washington,,4228 Wisconsin Avenue NW,,Washington,DC,20016,,202-885-5600,http://psychinstitute.com,38.943894,-77.078069,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sibley Memorial Hosp Behav Health Unit,,5255 Loughboro Road NW,,Washington,DC,20016,,202-537-4929,http://www.sibley.org,38.9365582,-77.1092589,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Delaware Guidance Services,Dover Branch,103 Mont Blanc Boulevard,,Dover,DE,19904,,302-678-3020,http://www.delawareguidance.org,39.168078,-75.546747,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychotherapeutic Services,Adult/Children Family Support Program,630 West Division Street,Suite F,Dover,DE,19904,,302-672-7159,http://www.psychotherapeuticservices.com,39.1594993,-75.5353382,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellowship Health Resources Inc,,505 West Market Street,Suite 110,Georgetown,DE,19947,,302-854-0626,http://www.fhr.net,38.6828159,-75.3939185,1,,1,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Catholic Charities,,406 South Bedford Street,Suite 9,Georgetown,DE,19947,,302-856-9578,http://www.ccwilm.org,38.679314,-75.379353,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware Guidance Services for,Children and Youth Inc,1213 Delaware Avenue,,Wilmington,DE,19806,,302-652-3948 x1121,http://www.delawareguidance.org,39.7542009,-75.5578149,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware Guidance Services,,261 Chapman Road,Suite 102,Newark,DE,19702,,302-455-9333,http://www.delawareguidance.org,39.6674441,-75.673477,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catholic Charities,,2601 West 4th Street,,Wilmington,DE,19805,,302-655-9624,http://www.ccwilm.org/,39.7523592,-75.5794116,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Westside Family Healthcare,,1802 West 4th Street,,Wilmington,DE,19805,,302-655-5822,http://www.westsidehealth.org,39.7481624,-75.5710168,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
La Red Health Center,,21444 Carmean Way,,Georgetown,DE,19947,,302-855-1233 x1116,http://www.laredhealthcenter.org,38.6995708,-75.4056381,1,,1,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,
New Behavioral Network,Delaware Inc,240 North James Street,Suite 203,Wilmington,DE,19804,,302-892-9210,http://www.newbehavioralnetwork.com/,39.7182821,-75.6109738,1,,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware Guidance Services,Lewes Office,31168 Learning Lane,,Lewes,DE,19958,,302-645-5338,http://www.delawareguidance.org,38.7624523,-75.2079306,1,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Nemours DuPont Hospital for Children,Division of Behavioral Health,1600 Rockland Road,,Wilmington,DE,19803,,302-651-4500,http://www.nemours.org/service/medical/behavioralhealth.html,39.7793274,-75.5551614,1,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Jewish Family Services of Delaware,,99 Passmore Road,,Wilmington,DE,19803,,302-478-9411,http://www.jfsdelaware.org,39.8119959,-75.5519245,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Christiana Care Health System,Wilmington Hospital,501 West 14th Street,,Wilmington,DE,19801,,302-428-2204,http://www.christianacare.org,39.751242,-75.550171,1,1,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Connections CSP Inc,,994 Blackbird Landing Road,,Townsend,DE,19734,,302-659-0512,http://www.connectionscsp.org,39.377918,-75.638633,1,,,,1,1,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
MeadowWood Behavioral Health,,575 South DuPont Highway,,New Castle,DE,19720,,302-328-3330,http://www.meadowwoodhospital.com,39.639812,-75.629485,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Connections CSP Inc,,204 Gordy Place,,New Castle,DE,19720,,302-250-5837,http://connnectionscsp.org,39.645759,-75.61635,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Children and Families First,Seaford House RTC,400 North Market Street,Extension,Seaford,DE,19973,,302-629-6996,http://www.cffde.org,38.6460066,-75.6123486,1,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Delaware Psychiatric Center,,1901 North Dupont Highway,,New Castle,DE,19720,,302-255-2700,http://,39.700687,-75.576352,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Crisis Intervention Service,,1901 North Dupont Highway,Springer Building,New Castle,DE,19720,,302-577-2484,http://dhss.delaware.gov/dsamh/crisis_intervention.html,39.7006768,-75.5762916,1,,,1,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Christiana Care Health System,,4755 Ogletown Stanton Road,,Newark,DE,19718,,302-428-2204,http://www.christianacare.org,39.686668,-75.670748,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Delaware Guidance Services,Seaford Clinic,900 Health Services Drive,,Seaford,DE,19973,,302-262-3505,http://www.delawareguidance.org,38.6412256,-75.6110381,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockford Center,,100 Rockford Drive,,Newark,DE,19713,2120,302-996-5480,http://www.rockfordcenter.com,39.695212,-75.660648,1,1,,,,1,,1,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,1,
Aquila of Delaware Inc,,1812 Newport Gap Pike,,Wilmington,DE,19808,,302-999-1106,http://www.aquilaofde.com,39.7340952,-75.6289163,1,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
New Behavioral Network,,32 West Loockeman Street,Suite 203,Dover,DE,19901,,302-730-0720,http://,39.1577958,-75.525485,1,,1,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Kent County,Community Based Outpatient Clinic,1198 South Governors Avenue,Suite 201,Dover,DE,19901,,800-461-8262 x2400,http://,39.1379033,-75.5276449,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Catholic Charities Inc,,2099 South DuPont Highway,,Dover,DE,19901,,302-674-1600,http://www.ccwilm.org/,39.120814,-75.533203,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Center for Early Childhood,,6929 Outreach Way,,North Port,FL,34287,,941-371-8820,http://www.thefloridacenter.org,27.0517463,-82.2425265,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suncoast Center Inc,,928 22nd Avenue South,,Saint Petersburg,FL,33705,,727-327-7656,http://suncoastcenter.org,27.7481479,-82.6473183,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Enrichment Through MH Servs,CSU C (South),401 16th Street North,,Saint Petersburg,FL,33705,,727-550-4231,http://www.pemhs.org,27.776723,-82.654524,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Families First of Florida,,4902 Eisenhower Boulevard,Suite 315,Tampa,FL,33634,,813-290-8560,http://www.familiesfirstfl.com,27.989856,-82.54689,1,,1,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,
Saint Pete Behav Health Center Inc,,433 4th Street North,,Saint Petersburg,FL,33701,2803,727-895-8499,http://,27.7772229,-82.6382876,1,,,1,,,,1,,,,1,,,,,,1,,,,,,,,,1,,1,,,,,,,
Saint Josephs Behavioral Health Center,,4918 North Habana Avenue,,Tampa,FL,33614,,813-870-4300,http://www.baycare.org,27.9915236,-82.488842,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Tampa Community Hospital,,6001 Webb Road,,Tampa,FL,33615,,813-888-7060 x6028,http://tampacommunityhospital.com,28.0022127,-82.5739564,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestBridge,,7300 Grove Road,,Brooksville,FL,34613,,352-678-5553,http://westbridge.org,28.536284,-82.482334,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Center of Trinity ,Behavioral Health West Pasco Campus,5637 Marine Parkway,,New Port Richey,FL,34652,,727-834-5700,http://www.medicalcentertrinity.com,28.2351013,-82.7212355,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Harbor Behavioral Healthcare Institute,Outpatient Center West,8002 King Helie Boulevard,,New Port Richey,FL,34653,,727-841-4430,http://www.baycarebehavioralhealth.com,28.2742996,-82.6773703,1,,,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
J A Haley VAMC,New Port Richey OPC,9912 Little Road,,New Port Richey,FL,34654,3419,727-869-4100,http://,28.300513,-82.66892,1,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Suncoast Center Inc,,4010 Central Avenue,,Saint Petersburg,FL,33711,,727-388-1220,http://suncoastcenter.org,27.77087,-82.68765,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL United Methodist Childrens Home,Madison Youth Ranch,1647 Captain Buie Road,,Pinetta,FL,32350,,850-929-3000,http://,30.601203,-83.371238,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
South Florida State Hospital,,800 East Cypress Drive,,Hollywood,FL,33025,4543,954-392-3000,http://,26.003949,-80.253096,1,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Mental Health Resource Center Inc,,507 East Church Street,,Jacksonville,FL,32202,2723,904-358-2411,http://www.mhrcFlorida.com,30.328629,-81.650209,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mental Health Resource Center Inc,,1636 Shadowood Lane,Suite 120,Jacksonville,FL,32207,2187,904-725-9701,http://www.mhrcflorida.com,30.308248,-81.617232,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multilingual Psychotherapy Center Inc,,1639 Forum Place,Suite 7,West Palm Beach,FL,33401,,561-712-8821,http://www.mpci.com,26.7270117,-80.0813666,1,,1,,,1,,1,1,,,,,,1,,1,,,,,,,1,,,,1,,,,,,,,
JFK Medical Center,North Campus,2201 45th Street,,West Palm Beach,FL,33407,,561-881-2671,http://www.jfknorth.com,26.7619368,-80.0876123,1,1,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Relax Mental Healthcare,,2809 Poinsettia Drive,,West Palm Beach,FL,33407,,561-469-9934,http://,26.738459,-80.053074,1,,1,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Golden Center for Behav Health,Synergy,4393 Windsor Avenue,,West Palm Beach,FL,33407,,561-383-7460,http://www.goldenctr.org,26.7517264,-80.0665753,1,,,,,1,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
Jerome Golden Center for Behav Health,Main Center,1041 45th Street,,West Palm Beach,FL,33407,2402,561-383-8000,http://www.goldenctr.org,26.754505,-80.067153,1,1,,,,,,1,,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,
Childrens Home Society of Florida,Buckner Division,3027 San Diego Road,,Jacksonville,FL,32207,,904-493-7744,http://www.chsfl.org-buckner,30.300126,-81.632904,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baptist Medical Center,Baptist Behavioral Health,800 Prudential Drive,,Jacksonville,FL,32207,,904-202-4552,http://eBaptistHealth.com,30.315246,-81.663984,1,1,,,,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Saint Marys Medical Center,Institute for Mental Health,901 45th Street,,West Palm Beach,FL,33407,,561-844-6300,http://,26.753399,-80.062721,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
West Palm Beach VAMC,Mental Hygiene (116A),7305 North Military Trail,,Palm Beach Gardens,FL,33410,,561-422-8234,http://,26.784934,-80.114472,1,,,,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Childrens Place at Homesafe,,4826 North Haverhill Road,,West Palm Beach,FL,33417,,561-383-9800 x1110,http://helphomesafe.org,26.748584,-80.117771,1,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Pathways Human Services,,1901 South Congress Avenue,Suite 370,Boynton Beach,FL,33426,,561-683-4778,http://www.provcorp.com,26.5113451,-80.0910007,1,,1,,,1,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,
Ruth and Norman Rales Jewish,Family Services,21300 Ruth and Baron Coleman Boulevard,,Boca Raton,FL,33428,,561-852-3333,http://www.ralesjfs.org,26.361558,-80.196822,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Jerome Golden Center for Behav Health,Glades CSU,808 NW Avenue D,,Belle Glade,FL,33430,,561-993-8081,http://www.goldenctr.org,26.6893949,-80.6763433,1,1,,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
Compass Health Systems,Boynton Beach Clinic,10301 Hagen Ranch Road,Suite B-6,Boynton Beach,FL,33437,,561-752-9490 x7864,http://compasshealthsystems.com,26.5231482,-80.1669148,1,,1,,,1,,,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,
Lifeskills South Florida,,1431 SW 9th Avenue,,Deerfield Beach,FL,33441,,954-834-5099,http://www.lifeskillssouthflorida.com,26.298723,-80.11615,1,,,,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Chrysalis Center Inc,DBA Chrysalis Health,230 South Dixie Highway,Suite 102,Lake Worth,FL,33460,,561-533-6640,http://www.chrysalishealth.com,26.612472,-80.057157,1,,,1,,1,,1,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,
Northwest Behavioral Health Service,Children Services,2400 Edgewood Avenue North,,Jacksonville,FL,32254,,904-781-0600 x403,http://www.nwbh.org,30.354214,-81.731697,1,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Henderson Behavioral Health Center Inc,,3199 Lake Worth Road,Suite 1,Lake Worth,FL,33461,6917,561-649-6500,http://www.hendersonbh.org,26.6174529,-80.091147,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henderson Behavioral Health,Lake Worth FACT Team,3155 Lake Worth Road,Suite A-2,Lake Worth,FL,33461,,561-649-6500,http://www.hendersonbh.org,26.6181747,-80.0917609,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFK Medical Center,,5301 South Congress Avenue,,Lake Worth,FL,33462,,561-548-3777,http://jfkmc.com,26.5986046,-80.0915388,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Delray Medical Center,Fair Oaks Pavilion,5440 Linton Boulevard,,Delray Beach,FL,33484,,561-495-3737,http://delraymedicalctr.com,26.436308,-80.1294,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
LifeStream Behavioral Center,Sumter Outpatient,119 North Market Street,,Bushnell,FL,33513,,352-793-4126,http://www.lsbc.net,28.6622751,-82.111869,1,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
North Tampa Behavioral Health,,29910 State Road 56,,Wesley Chapel,FL,33543,,813-922-3300,http://www.NorthTampaBehavioralHealth.com,28.2004452,-82.3238155,1,1,,,,1,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
LifeStream Behavioral Center,Phoenix House,411 South U.S. 301,,Sumterville,FL,33585,,352-793-7002,http://www.lsbc.net,28.750035,-82.06158,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Tampa Crossroads Inc,Rose Manor,202 West Columbus Drive,,Tampa,FL,33602,1328,813-238-8557 x404,http://www.tampacrossroads.com,27.9666404,-82.4626358,1,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Tampa Crossroads Inc,,5109 North Nebraska Avenue,,Tampa,FL,33603,,813-238-8557 x200,http://www.tampacrossroads.com,27.9926265,-82.4508089,1,,1,,,1,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Apalachee Center Inc,Gadsden County Clinic,79 Lasalle Path,,Quincy,FL,32351,5286,850-875-2422,http://www.apalacheecenter.org/,30.567987,-84.549491,1,,,1,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Childrens Home Society,Emerald Division,914 Harrison Avenue,,Panama City,FL,32404,,850-747-5411,http://chsfl.org,30.16509,-85.659536,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Therapy Services Inc,Outpatient Services,2944 Pennsylvania Avenue,Suite L,Marianna,FL,32448,,850-526-5500,http://www.flatherapy.com,30.779753,-85.250214,1,,,1,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Success 4 Kids and Families Inc,,2902 North Armenia Avenue,Suite 200,Tampa,FL,33607,,813-490-5490,http://www.s4kf.org,27.966227,-82.485004,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
BayCare Life Management,,2727 West MLK Jr Boulevard,Suite 640,Tampa,FL,33607,,813-872-7582,http://baycare.org/services/behavioral-health,27.9823709,-82.4874962,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorial Hospital of Tampa,Behavioral Health,2901 West Swann Avenue,,Tampa,FL,33609,4056,813-873-6400,http://www.MemorialHospitalTampa.com,27.938048,-82.489902,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Healthcare Connection of Tampa,,825 West Linebaugh Avenue ,,Tampa,FL,33612,,813-931-5560 x39,http://www.healthcareconnectionoftampa.com,28.0402917,-82.4674053,1,,,,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Northside Behavioral Health Center,,12512 Bruce B Downs Boulevard,,Tampa,FL,33612,,813-977-8700,http://www.northsidemhc.org,28.0615325,-82.4277518,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Agency for Community Treatment Servs,ACTS/Drew Park Transitional Housing,4403 West MLK Jr Boulevard,,Tampa,FL,33614,,813-879-1649,http://www.actsfl.org,27.982138,-82.518259,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
